Word,Frequency,Lemma,POS,Gloss,Morphemes
გადაიპარსა,1,ი/ პარსავს,VERB,shaves,გადა-ი-პარს-ა
გაიპარსე,1,ი/ პარსავს,VERB,shaves,გა-ი-პარს-ე
იპარსავ,1,ი/ პარსავს,VERB,shaves,ი-პარს-ავ
გატკინა,2,ი/ ტკენს,VERB,hurts,გა-ტკინ-ა
ატკენინო,1,ი/ ტკენს,VERB,hurts,ა-ტკენ-ინ-ო
გატკენ,1,ი/ ტკენს,VERB,hurts,გა-ტკენ
იტკინე,1,ი/ ტკენს,VERB,hurts,ი-ტკინ-ე
გავიხადო,3,ი/ ხდის ეხდება,VERB,takes off (clothing),გა-ვ-ი-ხად-ო
გაიხადე,2,ი/ ხდის ეხდება,VERB,takes off (clothing),გა-ი-ხად-ე
გაგხდი,1,ი/ ხდის ეხდება,VERB,takes off (clothing),გა-გ-ხდ-ი
ვიხდი,1,ი/ ხდის ეხდება,VERB,takes off (clothing),ვ-ი-ხდ-ი
გადაგხოტროს,2,ი/ ხოტრავს,VERB,entangles/tatters,გადა-გ-ხოტრ-ო-ს
გადაგხოტრავს,1,ი/ ხოტრავს,VERB,entangles/tatters,გადა-გ-ხოტრ-ავ-ს
გადავიხოტროთ,1,ი/ ხოტრავს,VERB,entangles/tatters,გადა-ვ-ი-ხოტრ-ო-თ
გადაიხოტრე,1,ი/ ხოტრავს,VERB,entangles/tatters,გადა-ი-ხოტრ-ე
დაიხურა,2,ი/ეხურება,VERB,closes/is closed,და-ი-ხურ-ა
უკრავს,3,ი/უ აკრავს ეკრობა,VERB,sticks/adheres,უ-კრ-ავ-ს
დაკვრა,2,ი/უ აკრავს ეკრობა,VERB,sticks/adheres,და-კვრ-ა
ვუკრავდი,2,ი/უ აკრავს ეკრობა,VERB,sticks/adheres,ვ-უ-კრ-ავ-დ-ი
მიეკრობა,1,ი/უ აკრავს ეკრობა,VERB,sticks/adheres,მი-ე-კრ-ობ-ა
გამოვარჭე,1,ი/უ არჭობს,VERB,sticks/pierces,გამო-ვ-არჭ-ე
შეგვერჭოს,1,ი/უ არჭობს,VERB,sticks/pierces,შე-გვ-ერჭ-ო-ს
შეერჭობა,1,ი/უ არჭობს,VERB,sticks/pierces,შე-ერჭ-ობ-ა
შეერჭოს,1,ი/უ არჭობს,VERB,sticks/pierces,შე-ერჭ-ო-ს
გააღე,14,ი/უ აღებს იღება,VERB,opens/is opened,გა-აღ-ე
გავაღებ,2,ი/უ აღებს იღება,VERB,opens/is opened,გა-ვ-აღ-ებ
გააღებს,1,ი/უ აღებს იღება,VERB,opens/is opened,გა-აღ-ებ-ს
გადავიღეთ,1,ი/უ აღებს იღება,VERB,opens/is opened,გადა-ვ-ი-ღ-ე-თ
გადავიღე,1,ი/უ აღებს იღება,VERB,opens/is opened,გადა-ვ-ი-ღ-ე
გადავიღოთ,1,ი/უ აღებს იღება,VERB,opens/is opened,გადა-ვ-ი-ღ-ო-თ
გამიღე,1,ი/უ აღებს იღება,VERB,opens/is opened,გა-მ-იღ-ე
გიღებენ,1,ი/უ აღებს იღება,VERB,opens/is opened,გ-ი-ღ-ებ-ენ
გიღებს,1,ი/უ აღებს იღება,VERB,opens/is opened,გ-ი-ღ-ებ-ს
გავიგე,8,იგებს აგებინებს (გაგება),VERB,understands/comprehends,გა-ვ-ი-გ-ე
გაიგე,3,იგებს აგებინებს (გაგება),VERB,understands/comprehends,გა-ი-გ-ე
გამიგია,3,იგებს აგებინებს (გაგება),VERB,understands/comprehends,გა-მ-ი-გ-ი-ა
გავიგებ,2,იგებს აგებინებს (გაგება),VERB,understands/comprehends,გა-ვ-ი-გ-ებ
გაიგებს,2,იგებს აგებინებს (გაგება),VERB,understands/comprehends,გა-ი-გ-ებ-ს
გაიგო,2,იგებს აგებინებს (გაგება),VERB,understands/comprehends,გა-ი-გ-ო
გამაგებინე,2,იგებს აგებინებს (გაგება),VERB,understands/comprehends,გა-მ-ა-გებ-ინ-ე
გაგიგია,1,იგებს აგებინებს (გაგება),VERB,understands/comprehends,გა-გ-ი-გ-ი-ა
მომიგო,2,იგებს უგებს აგებინებს (მოგება),VERB,wins/earns,მო-მ-ი-გ-ო
ამოვიღე,1,იგებს უგებს აგებინებს (მოგება),VERB,wins/earns,ამო-ვ-ი-ღ-ე
მოგიგო,1,იგებს უგებს აგებინებს (მოგება),VERB,wins/earns,მო-გ-ი-გ-ო
გამოიგონეს,3,იგონებს,VERB,invents/makes up,გამო-ი-გონ-ეს
მოგზიდავ,1,იზიდავს,VERB,attracts/grabs,მო-გ-ზიდ-ავ
მოგიზიდო,1,იზიდავs,VERB,attracts/grabs,მო-გ-ი-ზიდ-ო
დაითვალე,2,"ითვლის, ითვლება",VERB,counts/is counted,და-ი-თვალ-ე
უკბინა,5,იკბინება,VERB,bites/gets bitten,უ-კბინ-ა
დაიკეტოს,2,იკეტება,VERB,locks/is locked,და-ი-კეტ-ო-ს
დაიმალა,1,იმალება მალავს,VERB,hides/is hidden,და-ი-მალ-ა
დაიმხსოვრე,1,იმახსოვრებს,VERB,memorizes/remembers,და-ი-მახსოვრ-ე
დავიმსახურე,2,იმსახურებს,VERB,deserves/earns,და-ვ-ი-მსახურ-ე
დაიმსახურე,1,იმსახურებს,VERB,deserves/earns,და-ი-მსახურ-ე
აიმღვრა,1,იმღვრევა ამღვრევს,VERB,muddling,ა-ი-მღვრ-ა
აანთებ,1,ინთება ანთებს ანთია,VERB,lights/ignites/is lit,ა-ანთ-ებ
აანთო,1,ინთება ანთებს ანთია,VERB,lights/ignites/is lit,ა-ანთ-ო
აინთება,1,ინთება ანთებს ანთია,VERB,lights/ignites/is lit,ა-ი-ნთ-ებ-ა
ანთებდნენ,1,ინთება ანთებს ანთია,VERB,lights/ignites/is lit,ანთ-ებ-დ-ნენ
დაანთოს,1,ინთება ანთებს ანთია,VERB,lights/ignites/is lit,და-ანთ-ო-ს
ვანთებთ,1,ინთება ანთებს ანთია,VERB,lights/ignites/is lit,ვ-ანთ-ებ-თ
ინთება,1,ინთება ანთებს ანთია,VERB,lights/ignites/is lit,ი-ნთ-ებ-ა
ინთებოდა,1,ინთება ანთებს ანთია,VERB,lights/ignites/is lit,ი-ნთ-ებ-ოდ-ა
იპოვე,2,იპოვა პოულობს,VERB,found/finds,ი-პოვ-ე
ვიპოვე,1,იპოვა პოულობს,VERB,found/finds,ვ-ი-პოვ-ე
ვიპოვო,1,იპოვა პოულობს,VERB,found/finds,ვ-ი-პოვ-ო
იპოვი,1,იპოვა პოულობს,VERB,found/finds,ი-პოვ-ი
ჩაირთვება,1,ირთვება,VERB,turns on/is decorated,ჩა-ი-რთ-ვ-ებ-ა
დაიტკბილა,1,იტკბილება,VERB,becomes sweetened/stickier,და-ი-ტკბილ-ა
შეიფერა,1,იფერებს,VERB,colors itself,შე-ი-ფერ-ა
აიღე,10,იღებს,VERB,takes/gets,ა-ი-ღ-ე
ავიღოთ,6,იღებს,VERB,takes/gets,ა-ვ-ი-ღ-ო-თ
წამოიღე,6,იღებს,VERB,takes/gets,წამო-ი-ღ-ე
ავიღებ,4,იღებს,VERB,takes/gets,ა-ვ-ი-ღ-ებ
ვიღებთ,4,იღებს,VERB,takes/gets,ვ-ი-ღ-ებ-თ
ჩამოვიღო,4,იღებს,VERB,takes/gets,ჩამო-ვ-ი-ღ-ო
ავიღო,3,იღებს,VERB,takes/gets,ა-ვ-ი-ღ-ო
აიღო,3,იღებს,VERB,takes/gets,ა-ი-ღ-ო
ამოიღე,3,იღებს,VERB,takes/gets,ამო-ი-ღ-ე
აიღოს,2,იღებს,VERB,takes/gets,ა-ი-ღ-ო-ს
ამოვიღოთ,2,იღებს,VERB,takes/gets,ამო-ვ-ი-ღ-ო-თ
იღებს,2,იღებს,VERB,takes/gets,ი-ღ-ებ-ს
იღებ,2,იღებს,VERB,takes/gets,ი-ღ-ებ
წავიღებ,2,იღებს,VERB,takes/gets,წა-ვ-ი-ღ-ებ
წავიღო,2,იღებს,VERB,takes/gets,წა-ვ-ი-ღ-ო
წამომიღე,2,იღებს,VERB,takes/gets,წამო-მ-ი-ღ-ე
აიღებენ,1,იღებს,VERB,takes/gets,ა-ი-ღ-ებ-ენ
აიღებს,1,იღებს,VERB,takes/gets,ა-ი-ღ-ებ-ს
აიღებ,1,იღებს,VERB,takes/gets,ა-ი-ღ-ებ
ამოვიღეთ,1,იღებს,VERB,takes/gets,ამო-ვ-ი-ღ-ე-თ
ამოიღო,1,იღებს,VERB,takes/gets,ამო-ი-ღ-ო
გადაუღო,1,იღებს,VERB,takes/gets,გადა-უ-ღ-ო
გამოგიღებ,1,იღებს,VERB,takes/gets,გამო-გ-ი-ღ-ებ
გამოვიღებთ,1,იღებს,VERB,takes/gets,გამო-ვ-ი-ღ-ებ-თ
გამოვიღოთ,1,იღებს,VERB,takes/gets,გამო-ვ-ი-ღ-ო-თ
გამოიღე,1,იღებს,VERB,takes/gets,გამო-ი-ღ-ე
გიღებ,1,იღებს,VERB,takes/gets,გ-ი-ღ-ებ
ვიღებ,1,იღებს,VERB,takes/gets,ვ-ი-ღ-ებ
ჩამოიღებ,1,იღებს,VERB,takes/gets,ჩამო-ი-ღ-ებ
იყენებდნენ,2,იყენებს,VERB,uses,ი-ყენ-ებ-დ-ნენ
იყენებდნენ,2,იყენებს (use),VERB,uses,ი-ყენ-ებ-დ-ნენ
გამოვიყენოთ,1,იყენებს (use),VERB,uses,გამო-ვ-ი-ყენ-ო-თ
ვიყიდი,2,იყიდა ყიდულობს იყიდის,VERB,bought/buys/will buy,ვ-ი-ყიდ-ი
ვიყიდოთ,2,იყიდა ყიდულობს იყიდის,VERB,bought/buys/will buy,ვ-ი-ყიდ-ო-თ
გიყიდე,1,იყიდა ყიდულობს იყიდის,VERB,bought/buys/will buy,გ-ი-ყიდ-ე
ვიყოთ,1,იყიდა ყიდულობს იყიდის,VERB,bought/buys/will buy,ვ-ი-ყ-ო-თ
იყიდი,1,იყიდა ყიდულობს იყიდის,VERB,bought/buys/will buy,ი-ყიდ-ი
მეყიდოს,1,იყიდა ყიდულობს იყიდის,VERB,bought/buys/will buy,მ-ე-ყიდ-ო-ს
გაიცინე,2,იცინის აცინებს ეცინება,VERB,laughs/makes laugh,გა-ი-ცინ-ე
იცნობ,1,იცნობს,VERB,knows/recognizes,ი-ცნობ
იცი,123,იცოდა იცის ეცოდინება,VERB,knew/knows/will know,ი-ცი
ვიცი,68,იცოდა იცის ეცოდინება,VERB,knew/knows/will know,ვ-ი-ცი
იცის,7,იცოდა იცის ეცოდინება,VERB,knew/knows/will know,ი-ცი-ს
იცოდე,3,იცოდა იცის ეცოდინება,VERB,knew/knows/will know,ი-ცოდ-ე
ვიცით,2,იცოდა იცის ეცოდინება,VERB,knew/knows/will know,ვ-ი-ცი-თ
ვიცოდი,2,იცოდა იცის ეცოდინება,VERB,knew/knows/will know,ვ-ი-ცოდ-ი
გცოდნია,1,იცოდა იცის ეცოდინება,VERB,knew/knows/will know,გ-ცოდნ-ი-ა
ვიცოდე,1,იცოდა იცის ეცოდინება,VERB,knew/knows/will know,ვ-ი-ცოდ-ე
გავიწელე,1,იწელება წელავს,VERB,stretches,გა-ვ-ი-წელ-ე
ჩაიხედები,1,იხედება,VERB,looks/peeks,ჩა-ი-ხედ-ებ-ი
დაიკარგება,2,კარგავს ი/ ეკარგება,VERB,loses/gets lost,და-ი-კარგ-ებ-ა
დაიკარგოს,2,კარგავს ი/ ეკარგება,VERB,loses/gets lost,და-ი-კარგ-ო-ს
დაუკარგო,2,კარგავს ი/ ეკარგება,VERB,loses/gets lost,და-უ-კარგ-ო
დავკარგეთ,1,კარგავს ი/ ეკარგება,VERB,loses/gets lost,და-ვ-კარგ-ე-თ
დავკარგე,1,კარგავს ი/ ეკარგება,VERB,loses/gets lost,და-ვ-კარგ-ე
დაიკარგა,1,კარგავს ი/ ეკარგება,VERB,loses/gets lost,და-ი-კარგ-ა
დავკარგავთ,1,კარგავს იკარგება,VERB,looses/ is lost,და-ვ-კარგ-ავ-თ
დავკარგეთ,1,კარგავს იკარგება,VERB,looses/ is lost,და-ვ-კარგ-ე-თ
დაკარგავდი,1,კარგავს იკარგება,VERB,looses/ is lost,და-კარგ-ავ-დ-ი
დაკარგავ,1,კარგავს იკარგება,VERB,looses/ is lost,და-კარგ-ავ
დაუკარგავ,1,კარგავს იკარგება,VERB,looses/ is lost,და-უ-კარგ-ავ
უკბინა,5,კბენს,VERB,bites,უ-კბინ-ა
გვიკბენს,1,კბენს,VERB,bites,გვ-ი-კბენ-ს
იკბინება,5,კბენს/იკბინება,VERB,bites/gets bitten,ი-კბინ-ებ-ა
უკბინე,1,კბენს/იკბინება,VERB,bites/gets bitten,უ-კბინ-ე
დაკეტო,1,კეტავს,VERB,shuts,და-კეტ-ო
იკეცება,2,კეცავს,VERB,folds,ი-კეც-ებ-ა
გადავკეცოთ,1,კეცავს,VERB,folds,გადა-ვ-კეც-ო-თ
დავკეცოთ,1,კეცავს,VERB,folds,და-ვ-კეც-ო-თ
კეცავს,1,კეცავს,VERB,folds,კეც-ავ-ს
შეიკეცავს,1,კეცავს,VERB,folds,შე-ი-კეც-ავ-ს
ვკითხულობდით,2,კითხულობს აკითხებს,VERB,reads/asks,ვ-კითხ-ულ-ობ-დ-ი-თ
წავუკითხოთ,2,კითხულობს აკითხებს,VERB,reads/asks,წა-ვ-უ-კითხ-ო-თ
ვკითხულობდი,1,კითხულობს აკითხებს,VERB,reads/asks,ვ-კითხ-ულ-ობ-დ-ი
მოვკლა,3,კლავს აკვლევინებს ეკვლევინება,VERB,kills/makes kill,მო-ვ-კლ-ა
მოკალი,1,კლავს აკვლევინებს ეკვლევინება,VERB,kills/makes kill,მო-კალ-ი
კნავიან,1,კნავის,VERB,meows,კნავ-ი-ან
გაკოცო,1,კოცნის,VERB,kisses,გა-კოც-ო
დაკუჭო,1,კუჭავს,VERB,scrunches/wrinkles,და-კუჭ-ო
გაგიმარილიანდება,1,მარილიანდება ამარილიანებს,VERB,makes/becomes salty,გა-გ-ი-მარილ-იან-დ-ებ-ა
მგონი,25,მგონი,VERB,I think,მ-გონ-ი
მგონია,4,მგონი,VERB,I think,მ-გონ-ი-ა
მემგონი,1,მგონი,VERB,I think,მე-მ-გონ-ი
მიხვდები,3,მი/ ხვდება,VERB,understands/gets it,მი-ხვდ-ებ-ი
მიხვდი,2,მი/ ხვდება,VERB,understands/gets it,მი-ხვდ-ი
მივხვდი,1,მი/ ხვდება,VERB,understands/gets it,მი-ვ-ხვდ-ი
მომეცი,33,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მო-მ-ეც-ი
მომცემს,4,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მო-მ-ც-ემ-ს
მოგცა,3,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მო-გ-ც-ა
მივეცი,2,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მი-ვ-ეც-ი
მოგცემ,2,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მო-გ-ც-ემ
მომე,2,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მო-მე
მიეცი,1,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მი-ეც-ი
მისცა,1,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მი-ს-ც-ა
მოგცე,1,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მო-გ-ც-ე
მომცა,1,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მო-მ-ც-ა
მომცე,1,მისცა აძლევს მისცემს,VERB,gave/gives/will give,მო-მ-ც-ე
მიქარავ,1,მიქარავს,VERB,talks/behaves foolishly,მი-ქარ-ავ
მიხედე,3,მიხედავს,VERB,looks after/takes care of,მი-ხედ-ე
მივხედავ,2,მიხედავს,VERB,looks after/takes care of,მი-ვ-ხედ-ავ
მივხედო,1,მიხედავს,VERB,looks after/takes care of,მი-ვ-ხედ-ო
იქცევა,6,მო/ ე/ იქცევა,VERB,behaves,ი-ქც-ევ-ა
იქცევი,4,მო/ ე/ იქცევა,VERB,behaves,ი-ქც-ევ-ი
იქცევი-თქო,1,მო/ ე/ იქცევა,VERB,behaves,ი-ქც-ევ-ი-თქო
მორჩა,9,მო/ რჩება,VERB,stays/remains,მო-რჩ-ა
მოგირჩა,1,მო/ რჩება,VERB,stays/remains,მო-გ-ი-რჩ-ა
მოხვდა,6,მო/ ხვდება ახვედრებს,VERB,hits,მო-ხვდ-ა
მოხვედროდა,1,მო/ ხვდება ახვედრებს,VERB,hits,მო-ხვედრ-ოდ-ა
მოჰკიდებ,1,მო/ ჰკიდებს (ხელს),VERB,touches/grabs,მო-ჰ-კიდ-ებ
მოჰკიდო,1,მო/ ჰკიდებს (ხელს),VERB,touches/grabs,მო-ჰ-კიდ-ო
ჰკიდებ,1,მო/ ჰკიდებს (ხელს),VERB,touches/grabs,ჰ-კიდ-ებ
მონაწილეობს,3,მონაწილეობს,VERB,participates,მო-ნაწილ-ე-ობ-ს
მოუვა,2,მოსდის (ემართება),VERB,happens to someone,მო-უ-ვ-ა
მომწონს,23,მოსწონს,VERB,likes,მო-მ-წონ-ს
მოგწონს,12,მოსწონს,VERB,likes,მო-გ-წონ-ს
მოსწონს,8,მოსწონს,VERB,likes,მო-ს-წონ-ს
მომეწონა,4,მოსწონს,VERB,likes,მო-მ-ე-წონ-ა
მოგეწონა,2,მოსწონს,VERB,likes,მო-გ-ე-წონ-ა
მოსწონდა,2,მოსწონს,VERB,likes,მო-ს-წონ-დ-ა
მოგეწონება,1,მოსწონს,VERB,likes,მო-გ-ე-წონ-ებ-ა
მოძრაობდა,2,მოძრაობს ამოძრავებს უმოძრავდება,VERB,moves/is moved,მოძრა-ობ-დ-ა
ამოძრავებს,1,მოძრაობს ამოძრავებს უმოძრავდება,VERB,moves/is moved,ა-მოძრავ-ებ-ს
ვიმოძრაოთ,1,მოძრაობს ამოძრავებს უმოძრავდება,VERB,moves/is moved,ვ-ი-მოძრა-ო-თ
მოძრაობს,1,მოძრაობს ამოძრავებს უმოძრავდება,VERB,moves/is moved,მოძრა-ობ-ს
მუშაობს,5,მუშაობს,VERB,works,მუშა-ობ-ს
ვამუშაოთ,1,მუშაობს,VERB,works,ვ-ა-მუშა-ო-თ
მუშაობენ,1,მუშაობს,VERB,works,მუშა-ობ-ენ
უმღერე,1,მღერის,VERB,sings,უ-მღერ-ე
უმღერო,1,მღერის,VERB,sings,უ-მღერ-ო
დამშვიდდი,2,მშვიდდება ამშვიდებს,VERB,calms down,და-მშვიდ-დ-ი
დამშვიდდა,1,მშვიდდება ამშვიდებს,VERB,calms down,და-მშვიდ-დ-ა
დამშვიდდება,1,მშვიდდება ამშვიდებს,VERB,calms down,და-მშვიდ-დ-ებ-ა
დამშვიდდებიო,1,მშვიდდება ამშვიდებს,VERB,calms down,და-მშვიდ-დ-ებ-ი-ო
გადავანაწილოთ,1,ნაწილდება ანაწილებს,VERB,divides/distributes,გადა-ვ-ა-ნაწილ-ო-თ
მონახე,4,ნახა ნახულობს ნახავს,VERB,saw/sees/will see,მო-ნახ-ე
ნახავს,1,ნახა ნახულობს ნახავს,VERB,saw/sees/will see,ნახ-ავ-ს
ნახულობენ,1,ნახა ნახულობს ნახავს,VERB,saw/sees/will see,ნახ-ულ-ობ-ენ
ნიშნავს,7,ნიშნავს,VERB,means/signifies,ნიშნ-ავ-ს
პასუხობ,2,პასუხობს,VERB,answers/responds,პასუხ-ობ
რავი,3,რავი,VERB,dunno,რა-ვ-იცი
დარბილდება,1,რბილდება,VERB,softens,და-რბილ-დ-ებ-ა
დაგირეკავთ,2,რეკავს,VERB,rings/calls,და-გ-ი-რეკ-ავ-თ
დავურეკავ,2,რეკავს,VERB,rings/calls,და-ვ-უ-რეკ-ავ
დაურეკო,2,რეკავს,VERB,rings/calls,და-უ-რეკ-ო
დაურეკე,1,რეკავს,VERB,rings/calls,და-უ-რეკ-ე
ურეკავს,1,რეკავს,VERB,rings/calls,უ-რეკ-ავ-ს
რეცხავს,1,რეცხავს,VERB,washes,რეცხ-ავ-ს
გადავრთე,1,რთავს (გადართავს),VERB,turns on,გადა-ვ-რთ-ე
გადართავ,1,რთავს (გადართავს),VERB,turns on,გადა-რთ-ავ
გადმოვრთე,1,რთავს (გადართავს),VERB,turns on,გადმო-ვ-რთ-ე
გამორთე,8,რთავს (გამორთავს),VERB,turns on/off,გამო-რთ-ე
გამოვრთავ,2,რთავს (გამორთავს),VERB,turns on/off,გამო-ვ-რთ-ავ
გამოირთო,2,რთავს (გამორთავს),VERB,turns on/off,გამო-ი-რთ-ო
გამოვრთე,1,რთავს (გამორთავს),VERB,turns on/off,გამო-ვ-რთ-ე
გამოვრთოთ,1,რთავს (გამორთავს),VERB,turns on/off,გამო-ვ-რთ-ო-თ
ვრთავ,1,რთავს (მორთავს),VERB,decorates/adorns,ვ-რთ-ავ
მოვრთეთ,1,რთავს (მორთავს),VERB,decorates/adorns,მო-ვ-რთ-ე-თ
მოვრთოთ,1,რთავს (მორთავს),VERB,decorates/adorns,მო-ვ-რთ-ო-თ
ჩაირთო,6,რთავს (ჩართავს) ართვევინებს,VERB,turns on/connects,ჩა-ი-რთ-ო
ჩართე,5,რთავს (ჩართავს) ართვევინებს,VERB,turns on/connects,ჩა-რთ-ე
ჩაგირთე,2,რთავს (ჩართავს) ართვევინებს,VERB,turns on/connects,ჩა-გ-ი-რთ-ე
ჩაგირთავ,1,რთავს (ჩართავს) ართვევინებს,VERB,turns on/connects,ჩა-გ-ი-რთ-ავ
ჩაგირთო,1,რთავს (ჩართავს) ართვევინებს,VERB,turns on/connects,ჩა-გ-ი-რთ-ო
ჩავრთავ,1,რთავს (ჩართავს) ართვევინებს,VERB,turns on/connects,ჩა-ვ-რთ-ავ
ჩავრთო,1,რთავს (ჩართავს) ართვევინებს,VERB,turns on/connects,ჩა-ვ-რთ-ო
ჩართო,1,რთავს (ჩართავს) ართვევინებს,VERB,turns on/connects,ჩა-რთ-ო
საუზმობ,1,საუზმობს,VERB,has breakfast,საუზმ-ობ
სდრუზა,5,სდრუზავს,VERB,crushes/smashes,სდრუზ-ა
დასეირნობ,1,სეირნობს,VERB,strolls/walks,და-სეირნ-ობ
ვისეირნოთ,1,სეირნობს,VERB,strolls/walks,ვ-ი-სეირნ-ო-თ
დაისვარე,2,სვრის ესვრება,VERB,smears/gets dirty,და-ი-სვარ-ე
დაგესვაროს,1,სვრის ესვრება,VERB,smears/gets dirty,და-გ-ე-სვარ-ო-ს
დავისვარო,1,სვრის ესვრება,VERB,smears/gets dirty,და-ვ-ი-სვარ-ო
დაისვარო,1,სვრის ესვრება,VERB,smears/gets dirty,და-ი-სვარ-ო
დაისვრი,1,სვრის ესვრება,VERB,smears/gets dirty,და-ი-სვრ-ი
დასვარე,1,სვრის ესვრება,VERB,smears/gets dirty,და-სვარ-ე
დასვრი,1,სვრის ესვრება,VERB,smears/gets dirty,და-სვრ-ი
დისვარე,1,სვრის ესვრება,VERB,smears/gets dirty,დ-ი-სვარ-ე
გათხოვა,2,სთხოვნის,VERB,lends,გა-თხოვ-ა
გათხოვებ,2,სთხოვნის,VERB,requests/asks,გა-თხოვ-ებ
მათხოვა,1,სთხოვნის,VERB,requests/asks,მა-თხოვ-ა
მათხოვე,1,სთხოვნის,VERB,requests/asks,მა-თხოვ-ე
გთხოვ,4,სთხოვს,VERB,asks/requests,გ-თხოვ
გთხოვეთ,1,სთხოვს,VERB,asks/requests,გ-თხოვ-ე-თ
გთხოვს,1,სთხოვს,VERB,asks/requests,გ-თხოვ-ს
სთხოვა,1,სთხოვს,VERB,asks/requests,ს-თხოვ-ა
სთხოვე,1,სთხოვს,VERB,asks/requests,ს-თხოვ-ე
ისკუპა,3,სკუპდება,VERB,hops/bounces,ი-სკუპ-ა
ვსრიალებდი,1,სრიალდება სრიალებს,VERB,slides/glides,ვ-სრიალ-ებ-დ-ი
სრიალებდი,1,სრიალდება სრიალებს,VERB,slides/glides,სრიალ-ებ-დ-ი
გეტკინება,5,სტკივა სტკივდება,VERB,hurts/pains,გ-ე-ტკინ-ებ-ა
მეტკინა,4,სტკივა სტკივდება,VERB,hurts/pains,მ-ე-ტკინ-ა
ვიტკინე,2,სტკივა სტკივდება,VERB,hurts/pains,ვ-ი-ტკინ-ე
გეტკინა,1,სტკივა სტკივდება,VERB,hurts/pains,გ-ე-ტკინ-ა
გტკივა,1,სტკივა სტკივდება,VERB,hurts/pains,გ-ტკივ-ა
ეტკინებოდა,1,სტკივა სტკივდება,VERB,hurts/pains,ე-ტკინ-ებ-ოდ-ა
ისუნთქო,2,სუნთქავს,VERB,breathes,ი-სუნთქ-ო
ვსუნთქავთ,1,სუნთქავს,VERB,breathes,ვ-სუნთქ-ავ-თ
სუნთქავსო,1,სუნთქავს,VERB,breathes,სუნთქ-ავ-ს-ო
გასქელდა,1,სქელდება,VERB,thickens,გა-სქელ-დ-ა
მცივა,7,სცივა,VERB,feels cold,მ-ცივ-ა
გცივა,5,სცივა,VERB,feels cold,გ-ცივ-ა
შეგცივდა,2,სცივა,VERB,feels cold,შე-გ-ცივ-დ-ა
შემცივდა,2,სცივა,VERB,feels cold,შე-მ-ცივ-დ-ა
გაცივდა,1,სცივა,VERB,feels cold,გა-ცივ-დ-ა
შეგცივდეს,1,სცივა,VERB,feels cold,შე-გ-ცივ-დე-ს
შესცივდეს,1,სცივა,VERB,feels cold,შე-ს-ცივ-დე-ს
ცივა,1,სცივა,VERB,feels cold,ცივ-ა
გეძინა,2,სძინავს,VERB,is sleeping,გ-ე-ძინ-ა
გეძინოს,1,სძინავს,VERB,is sleeping,გ-ე-ძინ-ო-ს
გვძინავს,1,სძინავს,VERB,is sleeping,გვ-ძინ-ავ-ს
სძინავს,1,სძინავს,VERB,is sleeping,ს-ძინ-ავ-ს
სწავლობ,3,სწავლობს ასწავლის ესწავლება,VERB,learns/teaches/is learned,სწავლ-ობ
მასწავლე,2,სწავლობს ასწავლის ესწავლება,VERB,learns/teaches/is learned,მ-ა-სწავლ-ე
გასწავლა,1,სწავლობს ასწავლის ესწავლება,VERB,learns/teaches/is learned,გ-ა-სწავლ-ა
გასწავლი,1,სწავლობს ასწავლის ესწავლება,VERB,learns/teaches/is learned,გ-ა-სწავლ-ი
გასწავლო,1,სწავლობს ასწავლის ესწავლება,VERB,learns/teaches/is learned,გ-ა-სწავლ-ო
ვისწავლოთ,1,სწავლობს ასწავლის ესწავლება,VERB,learns/teaches/is learned,ვ-ი-სწავლ-ო-თ
მიწვდი,4,სწვდება,VERB,reaches,მი-სწვდ-ი
მივწვდები,3,სწვდება,VERB,reaches,მი-ვ-სწვდ-ებ-ი
მიწვდები,3,სწვდება,VERB,reaches,მი-სწვდ-ებ-ი
ეწყინება,1,სწყინს,VERB,is offended/feels hurt,ე-წყინ-ებ-ა
მეწყინა,1,სწყინს,VERB,is offended/feels hurt,მ-ე-წყინ-ა
მეწყინება,1,სწყინს,VERB,is offended/feels hurt,მ-ე-წყინ-ებ-ა
მჭირდება,10,სჭირდება,VERB,needs,მ-ჭირ-დ-ებ-ა
სჭირდება,9,სჭირდება,VERB,needs,ს-ჭირ-დ-ებ-ა
გჭირდება,4,სჭირდება,VERB,needs,გ-ჭირ-დ-ებ-ა
გვჭირდება,3,სჭირდება,VERB,needs,გვ-ჭირ-დ-ებ-ა
დაგჭირდება,1,სჭირდება,VERB,needs,და-გ-ჭირ-დ-ებ-ა
მეჭირება,1,სჭირდება,VERB,needs,მ-ე-ჭირ-ებ-ა
გჯერა,1,სჯერა,VERB,believes,გ-ჯერ-ა
მჯერა,1,სჯერა,VERB,believes,მ-ჯერ-ა
ჯობია,4,სჯობს,VERB,is better,ჯობ-ი-ა
