Word,Frequency,Lemma,POS,Gloss,Morphemes
იტირებს,2,ტირის,VERB,cries,ი-ტირ-ებ-ს
ტირით,2,ტირის,VERB,cries,ტირ-ი-თ
იტირა,1,ტირის,VERB,cries,ი-ტირ-ა
იტიროს,1,ტირის,VERB,cries,ი-ტირ-ო-ს
ტირი,1,ტირის,VERB,cries,ტირ-ი
გატყდა,2,ტყდება,VERB,breaks,გა-ტყდ-ა
გატყდება,1,ტყდება,VERB,breaks,გა-ტყდ-ებ-ა
დააკაკუნა,2,უ/ აკაკუნებს კაკუნობს,VERB,knocks,და-ა-კაკუნ-ა
კაკუნობს,1,უ/ აკაკუნებს კაკუნობს,VERB,knocks,კაკუნ-ობ-ს
გააჩინე,5,უ/ აჩენს გამო-,VERB,reveals/makes appear,გა-ა-ჩინ-ე
გავაჩინო,5,უ/ აჩენს გამო-,VERB,reveals/makes appear,გა-ვ-ა-ჩინ-ო
გამოაჩინე,3,უ/ აჩენს გამო-,VERB,reveals/makes appear,გამო-ა-ჩინ-ე
გავაჩინე,2,უ/ აჩენს გამო-,VERB,reveals/makes appear,გა-ვ-ა-ჩინ-ე
გააჩენ,1,უ/ აჩენს გამო-,VERB,reveals/makes appear,გა-ა-ჩენ
გააჩინო,1,უ/ აჩენს გამო-,VERB,reveals/makes appear,გა-ა-ჩინ-ო
გავიჩინე,1,უ/ აჩენს გამო-,VERB,reveals/makes appear,გა-ვ-ი-ჩინ-ე
აცხობ,3,უ/ აცხობს,VERB,bakes,ა-ცხ-ობ
გამოგვიცხვია,1,უ/ აცხობს,VERB,bakes,გამო-გვ-ი-ცხ-ვ-ი-ა
გამოგიცხე,1,უ/ აცხობს,VERB,bakes,გამო-გ-ი-ცხ-ე
გამოვაცხო,1,უ/ აცხობს,VERB,bakes,გამო-ვ-ა-ცხ-ო
გამომიცხე,1,უ/ აცხობს,VERB,bakes,გამო-მ-ი-ცხ-ე
ვაცხობ,1,უ/ აცხობს,VERB,bakes,ვ-ა-ცხ-ობ
შეგაწუხებს,1,უ/ აწუხებს,VERB,bothers/troubles,შე-გ-ა-წუხ-ებ-ს
დაგიგუბდა,1,უ/ გუბდება,VERB,dams up,და-გ-ი-გუბ-დ-ა
ზომავს,1,უ/ ზომავს,VERB,measures,ზომ-ავ-ს
თლის,5,უ/ თლის,VERB,carves/cuts,თლი-ს
შევინახე,1,უ/ ინახავს ენახება (შენახვა),VERB,keeps/stores,შე-ვ-ი-ნახ-ე
შეინახე,1,უ/ ინახავს ენახება (შენახვა),VERB,keeps/stores,შე-ი-ნახ-ე
დაპატარავდები,3,უ/ პატარავდება,VERB,becomes smaller,და-პატარავ-დ-ებ-ი
დასველდი,5,უ/ სველდება,VERB,gets wet,და-სველ-დ-ი
დაისველე,1,უ/ სველდება,VERB,gets wet,და-ი-სველ-ე
დასველდეს,1,უ/ სველდება,VERB,gets wet,და-სველ-დე-ს
ქენი,20,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ქენ-ი
ქნა,17,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ქნ-ა
შვრება,10,უ/ ქნა შვრება იზამს,VERB,did/does/will do,შვრ-ებ-ა
ვქნა,8,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ვ-ქნ-ა
შვრები,6,უ/ ქნა შვრება იზამს,VERB,did/does/will do,შვრ-ებ-ი
ვქნათ,4,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ვ-ქნ-ა-თ
ვქენი,3,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ვ-ქენ-ი
იზამ,3,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ი-ზამ
ქნას,3,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ქნ-ა-ს
ვიზამ,2,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ვ-ი-ზამ
იზამს,2,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ი-ზამ-ს
უქნა,2,უ/ ქნა შვრება იზამს,VERB,did/does/will do,უ-ქნ-ა
უშვრება,2,უ/ ქნა შვრება იზამს,VERB,did/does/will do,უ-შვრ-ებ-ა
ვუქენით,1,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ვ-უ-ქენ-ი-თ
მიქნა,1,უ/ ქნა შვრება იზამს,VERB,did/does/will do,მი-ქნ-ა
უქენი,1,უ/ ქნა შვრება იზამს,VERB,did/does/will do,უ-ქენ-ი
უშვებდა,1,უ/ ქნა შვრება იზამს,VERB,did/does/will do,უ-შვ-ებ-დ-ა
ქენი-მეთქي,1,უ/ ქნა შვრება იზამს,VERB,did/does/will do,ქენ-ი-მეთქი
შვრებით,1,უ/ ქნა შვრება იზამს,VERB,did/does/will do,შვრ-ებ-ი-თ
შვრებოდნენ,1,უ/ ქნა შვრება იზამს,VERB,did/does/will do,შვრ-ებ-ოდ-ნენ
მომიყევი,20,უ/ ყვება,VERB,tells,მო-მ-ი-ყევ-ი
მოყევი,13,უ/ ყვება,VERB,tells,მო-ყევ-ი
ყვები,5,უ/ ყვება,VERB,tells,ყვ-ებ-ი
მოვყვები,4,უ/ ყვება,VERB,tells,მო-ვ-ყვ-ებ-ი
მოვყვეთ,4,უ/ ყვება,VERB,tells,მო-ვ-ყვ-ე-თ
მოუყევი,3,უ/ ყვება,VERB,tells,მო-უ-ყევ-ი
მოყვე,3,უ/ ყვება,VERB,tells,მო-ყვე
მოვყევი,2,უ/ ყვება,VERB,tells,მო-ვ-ყევ-ი
მოყვები,2,უ/ ყვება,VERB,tells,მო-ყვ-ებ-ი
გიყვებოდი,1,უ/ ყვება,VERB,tells,გ-ი-ყვ-ებ-ოდ-ი
მიყვებოდა,1,უ/ ყვება,VERB,tells,მ-ი-ყვ-ებ-ოდ-ა
მოგიყვები,1,უ/ ყვება,VERB,tells,მო-გ-ი-ყვ-ებ-ი
მოგიყოლია,1,უ/ ყვება,VERB,tells,მო-გ-ი-ყოლ-ი-ა
მოუყვე,1,უ/ ყვება,VERB,tells,მო-უ-ყვე
უყვება,1,უ/ ყვება,VERB,tells,უ-ყვ-ებ-ა
ყვება,1,უ/ ყვება,VERB,tells,ყვ-ებ-ა
იყვირო,1,უ/ ყვირის,VERB,yells/shouts,ი-ყვირ-ო
უყვირებ,1,უ/ ყვირის,VERB,yells/shouts,უ-ყვირ-ებ
ჩანს,12,უ/ ჩანს,VERB,is visible/appears,ჩან-ს
ჩანხარ,8,უ/ ჩანს,VERB,is visible/appears,ჩან-ხარ
გიჩანს,1,უ/ ჩანს,VERB,is visible/appears,გ-ი-ჩან-ს
ვჩანვარ,1,უ/ ჩანს,VERB,is visible/appears,ვ-ჩან-ვარ
მიჩანს,1,უ/ ჩანს,VERB,is visible/appears,მ-ი-ჩან-ს
გავაჩენ,7,უ/ ჩნდება,VERB,appears,გა-ვ-ა-ჩენ
გაუჩნდა,2,უ/ ჩნდება,VERB,appears,გა-უ-ჩნ-დ-ა
გაჩნდეს,2,უ/ ჩნდება,VERB,appears,გა-ჩნ-დე-ს
ცემს,1,უ/ ცემს,VERB,beats/hits,ცემ-ს
ჭამე,11,უ/ ჭამს აჭმევს,VERB,eats/feeds,ჭამ-ე
ვაჭამოთ,7,უ/ ჭამს აჭმევს,VERB,eats/feeds,ვ-ა-ჭამ-ო-თ
ვჭამოთ,7,უ/ ჭამს აჭმევს,VERB,eats/feeds,ვ-ჭამ-ო-თ
შეჭამე,7,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-ჭამ-ე
შეჭამ,7,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-ჭამ
შევჭამ,6,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-ვ-ჭამ
შეჭამო,6,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-ჭამ-ო
ჭამს,5,უ/ ჭამს აჭმევს,VERB,eats/feeds,ჭამ-ს
ვჭამთ,3,უ/ ჭამს აჭმევს,VERB,eats/feeds,ვ-ჭამ-თ
ვჭამ,3,უ/ ჭამს აჭმევს,VERB,eats/feeds,ვ-ჭამ
შეგჭამ,3,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-გ-ჭამ
ჭამო,3,უ/ ჭამს აჭმევს,VERB,eats/feeds,ჭამ-ო
ჭამ,3,უ/ ჭამს აჭმევს,VERB,eats/feeds,ჭამ
გაჭმევ,2,უ/ ჭამს აჭმევს,VERB,eats/feeds,გ-ა-ჭმევ
შემეჭამა,2,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-მ-ე-ჭამ-ა
ჭამდი,2,უ/ ჭამს აჭმევს,VERB,eats/feeds,ჭამ-დ-ი
აჭამე,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,ა-ჭამ-ე
აჭამო,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,ა-ჭამ-ო
გაჭამე,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,გ-ა-ჭამ-ე
გვეჭამა,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,გვ-ე-ჭამ-ა
მაჭამო,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,მ-ა-ჭამ-ო
შეგჭამოს,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-გ-ჭამ-ო-ს
შევჭამე,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-ვ-ჭამ-ე
შევჭამოთ,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-ვ-ჭამ-ო-თ
შეუჭამა,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-უ-ჭამ-ა
შეჭამა,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-ჭამ-ა
შეჭამე-მეთქი,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-ჭამ-ე-მეთქი
შეჭამს,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,შე-ჭამ-ს
ჭამაო,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,ჭამ-ა-ო
ჭამის,1,უ/ ჭამს აჭმევს,VERB,eats/feeds,ჭამ-ის
ავკრიფოთ,2,უ/ა/ი კრეფს იკრიფება,VERB,picks/gathers,ა-ვ-კრიფ-ო-თ
აკრიფე,1,უ/ა/ი კრეფს იკრიფება,VERB,picks/gathers,ა-კრიფ-ე
დახიო,1,უ/ა/ი ხევს ე/ იხევა,VERB,tears/is torn,და-ხი-ო
ეძახი,3,უ/ე/ იძახის,VERB,calls/shouts,ე-ძახ-ი
ვეძახი,2,უ/ე/ იძახის,VERB,calls/shouts,ვ-ე-ძახ-ი
იძახი,2,უ/ე/ იძახის,VERB,calls/shouts,ი-ძახ-ი
გეძახის,1,უ/ე/ იძახის,VERB,calls/shouts,გ-ე-ძახ-ი-ს
დაგიძახო,1,უ/ე/ იძახის,VERB,calls/shouts,და-გ-ი-ძახ-ო
დამიძახე,1,უ/ე/ იძახის,VERB,calls/shouts,და-მ-ი-ძახ-ე
დაუძახა,1,უ/ე/ იძახის,VERB,calls/shouts,და-უ-ძახ-ა
დაუძახე,1,უ/ე/ იძახის,VERB,calls/shouts,და-უ-ძახ-ე
მეძახი,1,უ/ე/ იძახის,VERB,calls/shouts,მ-ე-ძახ-ი
გაუგზავნო,2,უ/ი აგზავნის,VERB,sends,გა-უ-გზავნ-ო
ავავსებ,1,უ/ი ავსებს ივსება,VERB,fills/is filled,ა-ვ-ავს-ებ
